timestamp,open,high,low,close
1420070400000,1183.409,1183.409,1183.409,1183.409
1420070460000,1183.409,1183.409,1183.409,1183.409
1420070520000,1183.409,1183.409,1183.409,1183.409
1420070580000,1183.409,1183.409,1183.409,1183.409
1420070640000,1183.409,1183.409,1183.409,1183.409
1420070700000,1183.409,1183.409,1183.409,1183.409
1420070760000,1183.409,1183.409,1183.409,1183.409
1420070820000,1183.409,1183.409,1183.409,1183.409
1420070880000,1183.409,1183.409,1183.409,1183.409
1420070940000,1183.409,1183.409,1183.409,1183.409
1420071000000,1183.409,1183.409,1183.409,1183.409
1420071060000,1183.409,1183.409,1183.409,1183.409
1420071120000,1183.409,1183.409,1183.409,1183.409
1420071180000,1183.409,1183.409,1183.409,1183.409
1420071240000,1183.409,1183.409,1183.409,1183.409
1420071300000,1183.409,1183.409,1183.409,1183.409
1420071360000,1183.409,1183.409,1183.409,1183.409
1420071420000,1183.409,1183.409,1183.409,1183.409
1420071480000,1183.409,1183.409,1183.409,1183.409
1420071540000,1183.409,1183.409,1183.409,1183.409
1420071600000,1183.409,1183.409,1183.409,1183.409
1420071660000,1183.409,1183.409,1183.409,1183.409
1420071720000,1183.409,1183.409,1183.409,1183.409
1420071780000,1183.409,1183.409,1183.409,1183.409
1420071840000,1183.409,1183.409,1183.409,1183.409
1420071900000,1183.409,1183.409,1183.409,1183.409
1420071960000,1183.409,1183.409,1183.409,1183.409
1420072020000,1183.409,1183.409,1183.409,1183.409
1420072080000,1183.409,1183.409,1183.409,1183.409
1420072140000,1183.409,1183.409,1183.409,1183.409
1420072200000,1183.409,1183.409,1183.409,1183.409
1420072260000,1183.409,1183.409,1183.409,1183.409
1420072320000,1183.409,1183.409,1183.409,1183.409
1420072380000,1183.409,1183.409,1183.409,1183.409
1420072440000,1183.409,1183.409,1183.409,1183.409
1420072500000,1183.409,1183.409,1183.409,1183.409
1420072560000,1183.409,1183.409,1183.409,1183.409
1420072620000,1183.409,1183.409,1183.409,1183.409
1420072680000,1183.409,1183.409,1183.409,1183.409
1420072740000,1183.409,1183.409,1183.409,1183.409
1420072800000,1183.409,1183.409,1183.409,1183.409
1420072860000,1183.409,1183.409,1183.409,1183.409
1420072920000,1183.409,1183.409,1183.409,1183.409
1420072980000,1183.409,1183.409,1183.409,1183.409
1420073040000,1183.409,1183.409,1183.409,1183.409
1420073100000,1183.409,1183.409,1183.409,1183.409
1420073160000,1183.409,1183.409,1183.409,1183.409
1420073220000,1183.409,1183.409,1183.409,1183.409
1420073280000,1183.409,1183.409,1183.409,1183.409
1420073340000,1183.409,1183.409,1183.409,1183.409
1420073400000,1183.409,1183.409,1183.409,1183.409
1420073460000,1183.409,1183.409,1183.409,1183.409
1420073520000,1183.409,1183.409,1183.409,1183.409
1420073580000,1183.409,1183.409,1183.409,1183.409
1420073640000,1183.409,1183.409,1183.409,1183.409
1420073700000,1183.409,1183.409,1183.409,1183.409
1420073760000,1183.409,1183.409,1183.409,1183.409
1420073820000,1183.409,1183.409,1183.409,1183.409
1420073880000,1183.409,1183.409,1183.409,1183.409
1420073940000,1183.409,1183.409,1183.409,1183.409
1420074000000,1183.409,1183.409,1183.409,1183.409
1420074060000,1183.409,1183.409,1183.409,1183.409
1420074120000,1183.409,1183.409,1183.409,1183.409
1420074180000,1183.409,1183.409,1183.409,1183.409
1420074240000,1183.409,1183.409,1183.409,1183.409
1420074300000,1183.409,1183.409,1183.409,1183.409
1420074360000,1183.409,1183.409,1183.409,1183.409
1420074420000,1183.409,1183.409,1183.409,1183.409
1420074480000,1183.409,1183.409,1183.409,1183.409
1420074540000,1183.409,1183.409,1183.409,1183.409
1420074600000,1183.409,1183.409,1183.409,1183.409
1420074660000,1183.409,1183.409,1183.409,1183.409
1420074720000,1183.409,1183.409,1183.409,1183.409
1420074780000,1183.409,1183.409,1183.409,1183.409
1420074840000,1183.409,1183.409,1183.409,1183.409
1420074900000,1183.409,1183.409,1183.409,1183.409
1420074960000,1183.409,1183.409,1183.409,1183.409
1420075020000,1183.409,1183.409,1183.409,1183.409
1420075080000,1183.409,1183.409,1183.409,1183.409
1420075140000,1183.409,1183.409,1183.409,1183.409
1420075200000,1183.409,1183.409,1183.409,1183.409
1420075260000,1183.409,1183.409,1183.409,1183.409
1420075320000,1183.409,1183.409,1183.409,1183.409
1420075380000,1183.409,1183.409,1183.409,1183.409
1420075440000,1183.409,1183.409,1183.409,1183.409
1420075500000,1183.409,1183.409,1183.409,1183.409
1420075560000,1183.409,1183.409,1183.409,1183.409
1420075620000,1183.409,1183.409,1183.409,1183.409
1420075680000,1183.409,1183.409,1183.409,1183.409
1420075740000,1183.409,1183.409,1183.409,1183.409
1420075800000,1183.409,1183.409,1183.409,1183.409
1420075860000,1183.409,1183.409,1183.409,1183.409
1420075920000,1183.409,1183.409,1183.409,1183.409
1420075980000,1183.409,1183.409,1183.409,1183.409
1420076040000,1183.409,1183.409,1183.409,1183.409
1420076100000,1183.409,1183.409,1183.409,1183.409
1420076160000,1183.409,1183.409,1183.409,1183.409
1420076220000,1183.409,1183.409,1183.409,1183.409
1420076280000,1183.409,1183.409,1183.409,1183.409
1420076340000,1183.409,1183.409,1183.409,1183.409
1420076400000,1183.409,1183.409,1183.409,1183.409
1420076460000,1183.409,1183.409,1183.409,1183.409
1420076520000,1183.409,1183.409,1183.409,1183.409
1420076580000,1183.409,1183.409,1183.409,1183.409
1420076640000,1183.409,1183.409,1183.409,1183.409
1420076700000,1183.409,1183.409,1183.409,1183.409
1420076760000,1183.409,1183.409,1183.409,1183.409
1420076820000,1183.409,1183.409,1183.409,1183.409
1420076880000,1183.409,1183.409,1183.409,1183.409
1420076940000,1183.409,1183.409,1183.409,1183.409
1420077000000,1183.409,1183.409,1183.409,1183.409
1420077060000,1183.409,1183.409,1183.409,1183.409
1420077120000,1183.409,1183.409,1183.409,1183.409
1420077180000,1183.409,1183.409,1183.409,1183.409
1420077240000,1183.409,1183.409,1183.409,1183.409
1420077300000,1183.409,1183.409,1183.409,1183.409
1420077360000,1183.409,1183.409,1183.409,1183.409
1420077420000,1183.409,1183.409,1183.409,1183.409
1420077480000,1183.409,1183.409,1183.409,1183.409
1420077540000,1183.409,1183.409,1183.409,1183.409
1420077600000,1183.409,1183.409,1183.409,1183.409
1420077660000,1183.409,1183.409,1183.409,1183.409
1420077720000,1183.409,1183.409,1183.409,1183.409
1420077780000,1183.409,1183.409,1183.409,1183.409
1420077840000,1183.409,1183.409,1183.409,1183.409
1420077900000,1183.409,1183.409,1183.409,1183.409
1420077960000,1183.409,1183.409,1183.409,1183.409
1420078020000,1183.409,1183.409,1183.409,1183.409
1420078080000,1183.409,1183.409,1183.409,1183.409
1420078140000,1183.409,1183.409,1183.409,1183.409
1420078200000,1183.409,1183.409,1183.409,1183.409
1420078260000,1183.409,1183.409,1183.409,1183.409
1420078320000,1183.409,1183.409,1183.409,1183.409
1420078380000,1183.409,1183.409,1183.409,1183.409
1420078440000,1183.409,1183.409,1183.409,1183.409
1420078500000,1183.409,1183.409,1183.409,1183.409
1420078560000,1183.409,1183.409,1183.409,1183.409
1420078620000,1183.409,1183.409,1183.409,1183.409
1420078680000,1183.409,1183.409,1183.409,1183.409
1420078740000,1183.409,1183.409,1183.409,1183.409
1420078800000,1183.409,1183.409,1183.409,1183.409
1420078860000,1183.409,1183.409,1183.409,1183.409
1420078920000,1183.409,1183.409,1183.409,1183.409
1420078980000,1183.409,1183.409,1183.409,1183.409
1420079040000,1183.409,1183.409,1183.409,1183.409
1420079100000,1183.409,1183.409,1183.409,1183.409
1420079160000,1183.409,1183.409,1183.409,1183.409
1420079220000,1183.409,1183.409,1183.409,1183.409
1420079280000,1183.409,1183.409,1183.409,1183.409
1420079340000,1183.409,1183.409,1183.409,1183.409
1420079400000,1183.409,1183.409,1183.409,1183.409
1420079460000,1183.409,1183.409,1183.409,1183.409
1420079520000,1183.409,1183.409,1183.409,1183.409
1420079580000,1183.409,1183.409,1183.409,1183.409
1420079640000,1183.409,1183.409,1183.409,1183.409
1420079700000,1183.409,1183.409,1183.409,1183.409
1420079760000,1183.409,1183.409,1183.409,1183.409
1420079820000,1183.409,1183.409,1183.409,1183.409
1420079880000,1183.409,1183.409,1183.409,1183.409
1420079940000,1183.409,1183.409,1183.409,1183.409
1420080000000,1183.409,1183.409,1183.409,1183.409
1420080060000,1183.409,1183.409,1183.409,1183.409
1420080120000,1183.409,1183.409,1183.409,1183.409
1420080180000,1183.409,1183.409,1183.409,1183.409
1420080240000,1183.409,1183.409,1183.409,1183.409
1420080300000,1183.409,1183.409,1183.409,1183.409
1420080360000,1183.409,1183.409,1183.409,1183.409
1420080420000,1183.409,1183.409,1183.409,1183.409
1420080480000,1183.409,1183.409,1183.409,1183.409
1420080540000,1183.409,1183.409,1183.409,1183.409
1420080600000,1183.409,1183.409,1183.409,1183.409
1420080660000,1183.409,1183.409,1183.409,1183.409
1420080720000,1183.409,1183.409,1183.409,1183.409
1420080780000,1183.409,1183.409,1183.409,1183.409
1420080840000,1183.409,1183.409,1183.409,1183.409
1420080900000,1183.409,1183.409,1183.409,1183.409
1420080960000,1183.409,1183.409,1183.409,1183.409
1420081020000,1183.409,1183.409,1183.409,1183.409
1420081080000,1183.409,1183.409,1183.409,1183.409
1420081140000,1183.409,1183.409,1183.409,1183.409
1420081200000,1183.409,1183.409,1183.409,1183.409
1420081260000,1183.409,1183.409,1183.409,1183.409
1420081320000,1183.409,1183.409,1183.409,1183.409
1420081380000,1183.409,1183.409,1183.409,1183.409
1420081440000,1183.409,1183.409,1183.409,1183.409
1420081500000,1183.409,1183.409,1183.409,1183.409
1420081560000,1183.409,1183.409,1183.409,1183.409
1420081620000,1183.409,1183.409,1183.409,1183.409
1420081680000,1183.409,1183.409,1183.409,1183.409
1420081740000,1183.409,1183.409,1183.409,1183.409
1420081800000,1183.409,1183.409,1183.409,1183.409
1420081860000,1183.409,1183.409,1183.409,1183.409
1420081920000,1183.409,1183.409,1183.409,1183.409
1420081980000,1183.409,1183.409,1183.409,1183.409
1420082040000,1183.409,1183.409,1183.409,1183.409
1420082100000,1183.409,1183.409,1183.409,1183.409
1420082160000,1183.409,1183.409,1183.409,1183.409
1420082220000,1183.409,1183.409,1183.409,1183.409
1420082280000,1183.409,1183.409,1183.409,1183.409
1420082340000,1183.409,1183.409,1183.409,1183.409
1420082400000,1183.409,1183.409,1183.409,1183.409
1420082460000,1183.409,1183.409,1183.409,1183.409
1420082520000,1183.409,1183.409,1183.409,1183.409
1420082580000,1183.409,1183.409,1183.409,1183.409
1420082640000,1183.409,1183.409,1183.409,1183.409
1420082700000,1183.409,1183.409,1183.409,1183.409
1420082760000,1183.409,1183.409,1183.409,1183.409
1420082820000,1183.409,1183.409,1183.409,1183.409
1420082880000,1183.409,1183.409,1183.409,1183.409
1420082940000,1183.409,1183.409,1183.409,1183.409
1420083000000,1183.409,1183.409,1183.409,1183.409
1420083060000,1183.409,1183.409,1183.409,1183.409
1420083120000,1183.409,1183.409,1183.409,1183.409
1420083180000,1183.409,1183.409,1183.409,1183.409
1420083240000,1183.409,1183.409,1183.409,1183.409
1420083300000,1183.409,1183.409,1183.409,1183.409
1420083360000,1183.409,1183.409,1183.409,1183.409
1420083420000,1183.409,1183.409,1183.409,1183.409
1420083480000,1183.409,1183.409,1183.409,1183.409
1420083540000,1183.409,1183.409,1183.409,1183.409
1420083600000,1183.409,1183.409,1183.409,1183.409
1420083660000,1183.409,1183.409,1183.409,1183.409
1420083720000,1183.409,1183.409,1183.409,1183.409
1420083780000,1183.409,1183.409,1183.409,1183.409
1420083840000,1183.409,1183.409,1183.409,1183.409
1420083900000,1183.409,1183.409,1183.409,1183.409
1420083960000,1183.409,1183.409,1183.409,1183.409
1420084020000,1183.409,1183.409,1183.409,1183.409
1420084080000,1183.409,1183.409,1183.409,1183.409
1420084140000,1183.409,1183.409,1183.409,1183.409
1420084200000,1183.409,1183.409,1183.409,1183.409
1420084260000,1183.409,1183.409,1183.409,1183.409
1420084320000,1183.409,1183.409,1183.409,1183.409
1420084380000,1183.409,1183.409,1183.409,1183.409
1420084440000,1183.409,1183.409,1183.409,1183.409
1420084500000,1183.409,1183.409,1183.409,1183.409
1420084560000,1183.409,1183.409,1183.409,1183.409
